CD41_APCH7,MICB_647,Zombie_violet,PVR_PECy7,CD51_FITC,VEGFR1_594,CD168_700,CD42_BV605,Colony
"4,304",20,-100,305,515,696,544,103,0
"4,206",221,-94,522,-19,666,431,100,0
"8,945",58,432,167,"1,113",683,149,"4,307",0
"4,774",261,-119,"2,227",24,744,824,-84,0
"8,233",275,-307,838,-88,"1,731",-226,"3,076",0
"5,096",-3,8,577,65,735,"5,208","2,601",0
"5,179",-85,-71,"1,290",201,694,"1,217",52,0
"7,278",252,385,505,757,"-1,390",911,"11,138",0
"7,509",-7,213,200,459,-197,"1,787","12,641",0
"5,720",77,35,137,253,133,-72,"6,454",0
"4,458",298,-43,"1,555",207,554,646,902,0
"5,165",56,-18,499,402,535,381,73,0
"2,828",-77,-25,48,119,528,115,"5,383",0
843,72,-41,275,22,353,79,-4,0
"4,569",279,473,263,926,-260,"1,957","5,825",0
"3,626",-136,-7,-18,131,377,615,"4,340",0
"2,413",110,-64,"2,303",241,400,264,16,0
"6,835",-80,-178,100,-47,"1,155",410,"1,820",0
"11,029",0,-107,222,192,"1,193","1,730","5,018",0
"9,592",232,-112,935,97,766,"2,978","6,870",0
"14,278",-7,560,231,"1,330",258,"1,649","5,282",0
"2,549",629,-124,"2,231",-33,996,231,-36,0
539,114,42,"1,554",782,452,997,"5,567",0
"2,009",227,382,301,-374,"2,064","14,677","5,707",0
"6,858",140,-17,532,268,570,82,"2,389",0
"3,620",8,-173,"1,176",5,"1,290","2,715",191,0
"5,654",252,-90,898,191,742,633,162,0
"10,828",483,332,338,646,-721,607,"6,044",0
"5,736",84,-75,363,179,760,488,150,0
"4,616",24,-131,"1,164",105,954,718,660,0
"12,694",-242,-164,471,262,889,"1,659","7,336",0
"7,169",162,-235,"3,435",438,"1,787","2,894",31,0
"6,133",524,-171,"1,740",116,"1,255",560,370,0
"13,893",65,95,-6,342,-123,595,"6,963",0
"2,339",265,-139,"1,186",-16,901,307,51,0
"3,970",156,-8,"2,632",241,720,"2,306",128,0
"6,458",15,169,195,560,564,311,"1,965",0
"3,638",584,-123,"1,419",90,922,"1,055",59,0
"3,020",191,-89,548,63,837,169,591,0
"9,600",-35,-128,243,152,"1,448","1,299",882,0
"6,265",414,155,"1,344",511,-262,"1,741","9,081",0
"5,085",274,-146,770,83,804,239,-23,0
"11,726",-116,-79,497,207,663,"1,097","1,511",0
"6,378",48,-74,-32,237,609,"1,304","1,429",0
"1,555",340,-181,"2,488",149,"1,014",-56,-148,0
"4,999",213,-99,972,33,709,731,100,0
"6,139",155,1,"1,329",247,422,"1,435",198,0
"6,451",21,-163,244,-83,"1,238","1,414",124,0
"7,061",248,48,"1,538",377,235,"1,634","6,686",0
"4,359",-174,-89,-103,42,861,751,844,0
"3,661",276,192,"1,014","1,758",302,"1,319",717,0
"2,295",-102,-219,564,-100,"1,229",693,325,0
"11,052",660,245,525,951,-154,"2,254","14,322",0
"8,320",619,74,975,353,609,971,"4,783",0
"5,121",294,-340,"2,217",-113,"2,004",971,-223,0
"10,270",34,-62,311,626,"1,245","1,269","5,478",0
"7,472",-76,-99,"1,018",255,808,"2,828",499,0
"4,062",-32,-49,419,466,880,972,36,0
"9,042",150,-85,849,227,786,"1,969","4,027",0
"8,780",-103,38,610,245,336,"1,434","1,854",0
"2,619",52,120,66,499,624,69,"5,257",0
"7,006",398,-149,"1,552",465,"1,005","1,218","1,976",0
"7,970",-163,17,258,95,958,"1,749",985,0
"9,429",-200,-245,46,-214,"1,359","1,203","10,582",0
"9,825",-139,-296,"1,769",382,"2,185","1,778",525,0
"4,758",236,163,75,292,-409,554,"8,997",0
"2,791",517,-51,"1,722",100,448,769,35,0
"2,168",118,220,190,448,-66,"1,009","3,066",0
"6,381",532,-152,"2,180",292,831,8,-56,0
"3,266",126,-105,911,109,"1,006","1,286",143,0
"13,661",84,310,336,739,249,815,"3,643",0
"5,076",35,-293,"1,412",-223,"1,557",-77,"2,225",0
"5,370",87,-104,522,87,704,332,626,0
"1,108",184,-78,"1,959",67,785,882,27,0
"3,506",-49,-178,694,114,"1,014",691,53,0
"2,454",366,-122,"2,085",81,531,-68,-11,0
"6,663",104,-140,560,112,864,259,8,0
706,-176,-232,"2,737",-139,"1,199",192,-171,0
"7,776",81,-239,"1,162",130,"1,490","1,541",241,0
"8,572",-209,-158,220,-99,"1,056","1,121","8,797",0
"2,813",326,41,"2,140","1,373",665,934,188,0
"4,040",51,-159,"1,084",147,"1,049",154,389,0
"3,321",39,32,176,263,613,865,"1,471",0
"6,770",119,-159,573,"1,043",926,855,310,0
"15,349",160,265,499,808,681,"3,582","6,237",0
"10,652",492,201,276,643,34,"1,415","5,784",0
"4,540",544,-225,"1,151",123,"1,215",316,13,0
"5,799",164,-1,470,690,675,489,283,0
"5,905",199,-104,685,346,879,"1,297",239,0
257,-52,-45,73,-29,226,"1,195",30,0
"3,765",38,205,218,403,-120,734,"7,663",0
"6,279",88,-183,415,185,"1,104",393,384,0
124,-4,-105,88,7,575,-49,21,0
"14,373",-677,-797,315,-821,"4,228",738,"9,105",0
"14,533",404,41,"1,200",721,337,"1,674","12,170",0
"6,671",72,-88,397,249,679,"1,328","1,518",0
"8,257",-628,-208,432,-852,"2,414","17,683","3,073",0
"14,222",-105,-171,"2,572","1,842","2,712","10,053",882,0
"8,283",-6,-255,367,48,"1,683","1,890","6,001",0
"6,269",86,34,258,334,176,"1,071","3,456",0
"3,892",-22,-244,"1,468",153,"1,346",329,-85,0
"6,822",118,-190,707,239,"1,230",390,19,0
"1,794",217,155,926,"1,215",301,771,318,0
"6,167",129,-206,894,-16,"1,398","1,855","2,999",0
"6,932",80,-211,"1,767",59,"1,174",-94,-90,0
"10,908",-2,-180,91,8,"1,234","1,166","5,001",0
"9,919",469,-274,"1,092",272,"1,592","1,279","3,386",0
"10,899",-209,-255,629,939,"1,760","1,864","3,126",0
"7,220",652,532,141,"1,119","-1,790","1,282","16,182",0
"18,265",-63,-204,"1,377",87,"1,714","1,208","5,023",0
"9,354",166,126,"1,094",940,295,"4,011","16,801",0
"6,792",10,-177,"1,404",9,"1,006",459,"1,675",0
"2,557",241,3,"1,460",164,413,344,171,0
"5,691",-108,-241,58,-148,"1,146",517,"4,109",0
"4,174",27,-318,"1,158",-198,"2,049",673,71,0
"6,645",-104,-63,628,198,877,"1,119","1,807",0
986,192,-205,"1,779",-14,"1,094",311,-95,0
"1,063",187,47,720,315,431,518,174,0
"6,400",162,-36,206,168,634,525,"1,026",0
"10,129",35,71,361,211,307,"1,437","6,684",0
"4,492",201,-147,"1,340",170,"1,028",-9,23,0
"5,673",649,-83,"2,088",356,822,258,575,0
"5,000",-93,-88,-3,159,974,-89,"1,071",0
"2,610",-156,-2,63,129,593,-12,137,0
"5,134",191,-195,"2,192",90,"1,413","1,965",-102,0
"7,911",228,75,156,202,511,"1,238","4,304",0
"4,926",-16,-135,552,77,804,"1,026",115,0
"11,775",-190,10,8,213,532,646,"17,695",0
"5,248",147,-39,180,100,821,352,"3,031",0
"11,364",-154,-152,345,271,"1,421","1,600","2,979",0
"8,041",435,65,"1,096",226,253,"1,013","5,072",0
"12,158",-27,-24,103,259,587,"1,204","5,315",0
"7,218",-62,-164,448,264,"1,043",910,37,0
"4,072",-26,-86,518,-305,"1,576","6,538",-219,0
"6,896",726,-3,"1,010",276,485,271,"2,106",0
"7,654",-166,-260,-5,374,"1,435",326,408,0
"12,365","1,154",-417,"3,792",307,"2,579",781,"3,925",0
"4,957",580,625,216,"1,213",-161,717,"6,475",0
"5,798",17,-73,137,140,493,49,14,0
"13,784",178,208,89,758,455,"3,239","3,630",0
"1,428",166,-144,"1,569",403,761,392,-26,0
"8,196",35,-28,-83,188,847,315,926,0
"4,312",243,248,"3,924",587,"2,024","9,635",116,0
"5,332",423,252,360,631,-189,593,"2,931",0
"4,939",123,-110,618,253,"1,083",397,320,0
"12,324",-95,-217,312,205,"1,397","2,556","1,980",0
"3,701",-27,-66,"1,271",231,627,"1,571",65,0
"3,476",461,7,"1,396",470,320,-399,197,0
"5,823",403,344,315,831,-442,"3,419","11,754",0
"4,151",22,23,806,630,669,816,208,0
"4,399",88,80,126,131,312,913,"7,185",0
"7,334",-100,-158,563,323,"1,180",823,235,0
"6,285",13,-154,851,86,824,656,"4,359",0
"6,306",170,115,175,288,-333,882,"12,789",0
"8,433",52,-120,898,130,846,"4,336","2,757",0
"5,334",-46,-61,-75,205,528,"1,358","5,913",0
"1,368",138,-49,443,144,312,433,37,0
"5,234",-50,111,183,457,236,556,"4,522",0
"5,282",100,127,454,523,236,"1,083","1,933",0
"5,559",512,459,110,936,26,755,"5,158",0
"6,700",44,-202,794,73,"1,347",938,343,0
77,213,-59,83,50,283,-10,50,0
"2,671",55,-103,487,240,602,124,43,0
"1,537",155,-42,"1,430",170,690,"1,244",213,0
"1,413",163,-10,"1,492","1,464","1,225","1,951",170,0
"18,858",13,-57,"1,606",321,"1,361","5,228","11,339",0
"10,618",-75,-288,556,-143,"1,365",278,"7,464",0
"5,306",3,26,45,223,683,"1,644","9,059",0
"4,750",129,106,4,317,854,335,"2,492",0
"6,901",76,-74,-106,68,675,169,590,0
"2,386",574,-126,"2,500",131,772,350,-15,0
"6,134",361,-240,792,56,"1,322",543,522,0
"1,196",5,-210,640,-198,"1,177","1,025",-24,0
"8,194",137,-158,742,379,"1,239",198,"2,347",0
"1,295",-122,-132,882,107,"1,247","1,222",-33,0
589,89,-94,632,0,682,866,-28,0
"15,075",605,-312,"3,278",511,"2,075","1,643",577,0
"3,242",-74,-53,720,73,916,"1,408","5,661",0
"4,532",303,-215,"1,218",237,"1,136",184,412,0
"1,466",151,-62,"2,255",559,"1,167",235,23,0
"6,732",-64,-1,991,222,"1,155","2,821",616,0
"7,205",88,118,72,364,-149,-45,"3,660",0
"8,700",-38,-509,"1,010",-64,"2,640",314,"2,851",0
"5,833",543,-267,"1,497",-256,"1,630","1,440",-128,0
"5,238",133,-164,851,260,989,297,9,0
"1,208",124,-129,625,-59,822,49,-4,0
"7,730",220,-241,"1,923",155,"1,409","1,637",490,0
210,24,-88,"1,425",-41,573,264,0,0
"5,974",283,129,517,310,101,"1,758","1,842",0
"6,681",265,-91,94,38,589,208,"4,684",0
"6,327",261,220,213,348,-310,"1,225","5,935",0
"8,393",317,344,"1,406","1,005","1,211","10,479","4,920",0
"7,228",103,109,262,347,394,"1,047",883,0
"4,431",104,84,23,104,227,101,"1,481",0
"3,704",132,-5,95,56,483,733,"7,500",0
"7,894",-188,-115,-367,-67,"1,102",23,"1,286",0
"6,088",196,87,-5,416,488,117,"3,139",0
777,23,-49,988,152,532,765,21,0
"2,230",75,-147,953,-102,757,287,-8,0
"1,666",451,-42,"1,029",381,555,542,44,0
"4,439",372,-47,807,496,729,881,253,0
"3,461",290,-80,597,216,739,7,92,0
"6,443",260,-87,617,351,840,973,644,0
"6,151",174,30,236,321,501,740,921,0
"3,760",-73,-151,444,99,975,739,59,0
624,141,-395,984,-408,"1,955",79,-317,0
"6,883",182,-82,263,670,648,779,"2,648",0
"5,099",125,-34,-37,54,544,968,"2,183",0
"6,399","4,335","-3,796",-668,"-4,905","18,037","-1,129","3,150",0
"6,541",80,13,194,335,632,724,458,0
"10,352",486,-327,"1,841",206,"2,246","1,437","1,309",0
"7,177",143,-70,502,314,950,"2,129",553,0
"7,278",245,-150,"1,922",307,"1,278","1,270","1,151",0
"5,480",53,-211,418,-30,"1,083","1,275",533,0
"12,312",-199,-326,-121,76,"1,952",350,"3,274",0
"10,953",579,-110,"2,513",756,"1,699","2,788","1,343",0
"5,592",176,-132,743,-285,"1,011",758,"13,824",0
"13,134",-38,-144,647,306,"1,115","2,794","2,392",0
"5,241",210,-200,"1,002",-66,"1,131",123,55,0
"4,984",286,-43,53,111,476,-52,"2,986",0
"8,906",-22,25,124,230,748,"2,116","1,462",0
"4,727",182,250,219,519,-707,"1,551","5,392",0
"11,803",37,-98,375,31,827,"1,129","3,692",0
"6,619",171,-263,110,30,"1,753",534,"1,257",0
"9,161",167,-285,"2,401",-29,"1,459",788,914,0
"3,797",140,-119,-6,97,722,"2,121","2,702",0
"8,465",184,-34,"1,108",230,707,"1,297","4,149",0
"2,708",273,-125,636,76,899,310,-87,0
"10,559",26,63,117,105,981,820,"4,558",0
"3,985",226,-70,205,11,572,140,606,0
"9,048",133,-82,875,329,877,871,"2,106",0
"9,290",-267,-379,"1,737",-750,"2,716","14,101",-488,0
"9,824",214,97,558,595,422,"2,224","1,523",0
"5,494",84,54,360,261,647,"2,346","5,137",0
"2,196",50,-109,"1,338",720,"1,485",728,87,0
"12,409",-134,-148,455,-125,"1,115","1,639","4,087",0
"7,985",-19,128,204,326,66,"1,246","4,126",0
"5,574",-53,68,-52,425,425,203,"2,092",0
"4,946",247,-148,938,547,"1,329","1,147","1,196",0
"5,514",245,-72,783,114,487,192,264,0
"2,052",121,-79,531,169,779,-257,-19,0
"3,937",597,-184,"1,973",177,"1,050",120,-72,0
"8,747",362,-68,168,190,"1,238",971,"6,366",0
"5,569",296,-113,"1,321",219,905,683,188,0
"3,158",115,-181,"1,272",-52,"1,151",78,-32,0
"1,972",176,-114,"1,201",15,773,-222,-132,0
"8,215",135,521,249,749,"-1,705","5,100","13,809",0
839,55,-153,"2,170",-74,998,797,-50,0
"2,606",-4,-186,"1,513",26,"1,057",265,17,0
"8,795",62,86,241,339,"1,322","1,226","3,484",0
"8,439",-223,-119,434,46,889,"8,006",704,0
"11,336",482,-92,907,256,988,763,"5,528",0
"6,635",209,-142,522,197,838,488,42,0
"2,399",270,-179,"2,621",-129,"1,053",-56,-3,0
"7,503",63,-54,764,149,"1,077","1,473","6,149",0
"3,652",271,-219,202,141,"1,244",361,357,0
"10,583",71,-22,165,150,704,"1,181","2,954",0
"3,794",161,189,218,420,-446,"1,660","3,940",0
"6,453",175,28,21,184,322,698,"3,016",0
738,201,-154,581,-156,763,0,-215,0
"2,117","-1,628",687,"2,073","2,550","8,457","36,314","-1,645",0
"13,081",-67,-512,803,-394,"3,065","9,246",16,0
"7,170",-15,-149,110,-56,"1,045",560,"2,269",0
"6,746",130,-11,386,341,457,402,"3,225",0
"2,989",299,-71,"1,530",232,529,"1,091",349,0
"10,366",125,-86,-146,21,"1,162","1,011","8,809",0
"7,175",478,82,616,543,926,876,973,0
"5,535",-68,-101,-12,138,867,74,440,0
"7,349",-31,-89,600,273,902,329,-95,0
"9,567",64,95,766,627,958,"3,562","14,234",0
"2,193",79,81,72,171,-112,24,"6,414",0
"6,267",338,-94,628,176,868,"1,220",514,0
"7,182",-45,-113,-174,-68,950,384,"6,247",0
"3,676",326,-49,654,280,514,496,790,0
"4,346",255,-44,"1,122",126,503,644,210,0
"1,838",121,-36,569,"1,357",844,650,68,0
"2,463",102,-123,"1,857",352,"1,119",976,812,0
"9,715",-198,-409,136,-165,"2,513","2,267","1,512",0
"2,515",452,-112,"1,548",-49,790,706,-31,0
"4,825",4,-183,514,500,"1,089",-137,-79,0
"3,803",189,-209,903,0,"1,137","1,125",32,0
"7,310",135,-221,-126,-10,"1,303",238,798,0
"2,826",158,-180,667,-55,"1,010",-148,98,0
"11,558",-97,96,314,301,831,"1,301","2,692",0
"2,628",30,-189,"1,134",13,"1,078",497,-80,0
"6,055",-435,-141,"2,917",-12,"2,876","14,840",-204,0
"1,949",50,-75,352,97,527,-192,-12,0
"3,113",253,381,181,528,-859,258,"5,947",0
"4,470",114,-337,"1,072",-280,"1,909",467,"1,757",0
"4,248",-55,-170,"1,240",214,844,423,-97,0
"4,548",-87,-276,-273,-288,"1,821","1,182","5,350",0
"7,508",325,-159,"1,059",178,"1,012",254,245,0
"11,601",-93,-165,-127,196,984,448,"4,831",0
"4,189",80,-82,357,257,613,-250,146,0
"2,461",264,-116,"1,210",35,712,645,16,0
"11,677",195,101,626,567,410,"2,344","2,546",0
"3,355",3,56,3,238,-4,985,"5,293",0
"4,770",290,30,255,363,436,386,"1,069",0
"14,103",-162,-264,-605,-179,"1,436",638,"9,463",0
"1,862",164,-246,"1,699",-219,"1,337","1,090",52,0
"6,889",555,541,"1,507","1,389","-1,139","3,275","8,802",0
"5,779",343,-83,405,171,968,"1,874","3,452",0
155,253,-1,125,136,80,-279,141,0
"4,612",241,245,-69,592,109,358,"7,449",0
"8,581",7,-237,271,-78,"1,527",861,"4,102",0
"5,691",161,-269,305,-68,"1,411",454,392,0
"3,233",130,-105,608,119,977,-82,19,0
"17,361",360,40,330,447,"1,171","1,490","10,938",0
"6,445",97,-86,665,205,880,-136,220,0
"8,135",107,-138,174,254,"1,025",791,"2,545",0
"9,256",443,447,79,964,"-1,742","1,499","12,906",0
"9,351",357,193,252,456,142,587,"3,703",0
"6,899",342,21,853,600,792,571,"1,863",0
"3,173",112,-43,-118,121,"1,066",109,"6,876",0
"6,414",53,-228,"1,424",-26,"1,448",463,"2,028",0
"3,594",220,-234,"2,447",190,"1,199",77,-112,0
"4,257",329,534,479,"1,076","-1,069","1,388","17,733",0
"10,211",-423,-310,-40,-350,"1,703","6,981","5,661",0
"15,034",-644,403,331,"-1,079","2,856","29,862","7,684",0
"15,428",145,-63,11,458,875,630,"1,946",0
"4,046",179,263,396,499,-795,"1,008","8,205",0
"9,295",360,66,2,410,321,"1,957","4,734",0
"10,199",-253,-460,-172,-566,"2,264",375,"6,468",0
"8,446",370,-246,534,126,"1,272",233,"1,721",0
"9,473",483,-206,"1,494",32,"1,331",481,-18,0
"8,890",-135,-270,-88,-323,"1,629",891,"5,509",0
"8,964",262,6,700,294,372,"1,942",540,0
"6,508",54,-89,633,221,831,"1,443","4,266",0
"3,849",187,-252,"2,402",-133,"1,876","2,314",-241,0
"7,067",52,-141,"1,006",202,847,589,"2,412",0
"8,100",-117,-270,504,-130,"1,702","5,782",565,0
"2,058",164,-151,"1,002",-60,846,426,-94,0
"7,803",446,-231,795,136,"1,205",274,"5,251",1
"4,373",-150,-267,"2,389",-42,"1,440",773,-34,1
"5,544",49,-232,"1,610",-173,"1,109",290,-75,1
"5,269",154,-165,"1,541",456,"1,434","3,073","1,002",1
"5,826",52,-146,537,139,"1,038",393,43,1
"5,172",255,-227,689,-112,"1,254",153,-146,1
"2,007",268,40,593,363,339,443,942,1
"5,689",504,0,"2,331",393,430,849,390,1
"9,706",361,48,"3,390",550,345,"2,266","1,116",1
"5,849",167,-39,"3,207",400,630,"1,898",149,1
"6,299",251,-223,"2,848",-92,"1,604","1,382",4,1
"4,041",198,-151,"1,414",97,826,746,-150,1
"5,271",202,-124,"1,689",248,889,127,11,1
"2,285",104,-25,973,99,422,583,244,1
"4,679",145,15,911,174,136,270,"2,131",1
"5,517",77,-197,"1,145",5,"1,199",438,29,1
"7,753",265,-276,"1,911",28,"1,587",549,155,1
"3,371",631,-245,"3,287",-60,"1,610",964,-1,1