PVR_PECy7,PLVAP_APC,CD51_FITC,CD168_700,Zombie_violet,CIP2A_APCCy7,VEGFR1_594,CD42_BV605,Colony
"1,287",333,"1,064","2,853","1,533","2,462",693,"21,650",0
826,99,557,464,607,378,181,"1,446",0
915,120,426,120,287,16,253,"5,314",0
"1,275",123,362,606,253,16,157,204,0
989,64,275,130,346,-22,137,553,0
216,334,338,"1,140",739,863,166,"19,764",0
747,157,373,692,477,270,601,"29,213",0
-32,125,304,480,767,254,740,"30,004",0
"1,820",5,319,148,377,315,115,427,0
"1,943",319,718,299,829,396,179,"1,188",0
620,102,436,393,340,250,80,"1,117",0
"1,500",60,714,763,789,576,299,"7,086",0
265,152,536,925,856,638,942,"41,620",0
"2,890",59,595,252,273,135,97,185,0
"1,376",89,458,37,448,462,254,"2,382",0
253,5,529,298,238,74,153,539,0
"1,373",219,"2,932",513,966,363,277,"1,140",0
526,33,400,-31,340,110,187,"1,004",0
434,112,"1,948",947,786,523,"1,143","42,319",0
286,95,794,346,701,294,391,"4,984",0
409,264,641,803,801,559,196,"15,685",0
61,162,211,45,393,486,866,"22,773",0
369,212,325,826,771,307,702,"52,403",0
"1,467",43,383,27,214,153,118,663,0
40,171,213,637,287,410,253,"13,051",0
921,83,309,-157,425,266,122,578,0
"1,133",362,"1,335",39,421,368,272,395,0
769,91,311,137,408,55,136,"1,058",0
"1,334",71,134,-65,169,184,84,232,0
323,35,720,747,"1,568",308,"1,023","28,001",0
205,186,523,583,898,329,360,"17,232",0
"2,013",193,464,"1,285",450,"1,479",-18,"11,700",0
585,296,"1,052",690,"1,242",403,412,"8,056",0
387,92,194,350,365,244,389,"13,493",0
"2,110",165,"1,852","1,332",590,386,329,"44,839",0
"2,178",38,310,185,269,352,130,"1,801",0
367,268,346,780,322,0,554,"33,960",0
451,166,500,99,758,463,793,"23,392",0
-15,125,252,253,341,142,423,"9,810",0
"1,811",224,522,271,234,376,409,933,0
"1,070",102,505,729,605,153,242,"4,601",0
563,203,393,696,582,444,153,"10,311",0
"2,722",314,479,976,483,308,150,"1,348",0
425,19,399,453,451,295,683,"17,109",0
"3,090",171,288,166,249,200,191,644,0
"1,849",1,829,241,426,88,138,383,0
220,61,647,517,850,601,11,"11,202",0
"1,831",114,612,325,"1,016",209,91,702,0
915,413,663,118,569,277,271,"1,670",0
"2,112",144,821,770,700,740,236,723,0
"1,338",105,294,81,259,-113,181,325,0
336,410,"1,104",833,"1,253","1,347","1,000","50,226",0
504,329,315,"1,165",484,237,368,"16,414",0
957,57,551,746,472,169,403,"34,314",0
292,359,569,287,640,223,"2,418","41,389",0
649,96,346,369,253,114,31,"3,009",0
497,44,490,162,523,403,478,"8,949",0
"1,299",242,480,194,397,392,323,"6,950",0
"1,884",71,281,223,319,305,124,"2,409",0
"2,608",173,422,328,413,229,242,864,0
601,247,350,530,441,236,263,"6,607",0
963,102,533,612,471,296,224,"2,529",0
422,214,548,"1,086",474,29,319,"18,014",0
627,21,167,"1,067",329,22,331,"6,589",0
933,22,762,-2,509,217,617,"14,132",0
487,351,"1,377","2,289","1,371","1,065",384,"64,395",0
"1,241",172,549,232,475,327,220,"1,884",0
"1,894",149,483,656,413,658,86,"7,031",0
"1,077",-1,448,223,314,-53,134,621,0
"2,825",63,537,-64,437,292,257,358,0
"1,867",59,307,136,237,160,97,439,0
142,301,388,"1,223",811,635,-186,"21,224",0
368,358,756,893,651,211,65,"12,360",0
"1,909",217,389,198,415,140,199,567,0
"2,185",64,313,5,163,331,367,"7,715",0
616,156,412,"1,057",503,610,100,"8,421",0
297,166,616,590,859,202,756,"28,371",0
469,101,823,873,"2,108",407,"1,293","45,575",0
"2,112",94,538,145,391,273,222,567,0
"2,488",-1,"1,406",21,739,284,312,"3,304",0
"3,134",146,403,412,407,217,195,441,0
355,222,984,280,573,436,293,"6,394",0
418,-138,419,495,230,183,130,"3,305",0
878,386,311,"1,002",181,3,382,776,0
416,102,398,"1,109",662,242,-36,"21,195",0
338,210,275,420,335,215,-205,"20,177",0
"1,181",124,622,596,316,345,135,907,0
721,199,556,614,415,396,143,"1,476",0
72,-13,420,775,"1,344",363,515,"32,138",0
727,237,449,"1,098","1,647","1,170",627,"28,163",0
955,160,441,277,247,-80,109,223,0
273,160,382,481,666,103,-48,"38,513",0
"2,567",719,"2,207","2,321","1,412","1,024",311,"35,575",0
"2,215","2,112",82,"7,519",257,"11,471",666,"27,392",0
245,354,357,229,649,155,585,"32,308",0
270,150,466,"1,064",560,222,693,"13,345",0
"2,995",-51,595,42,550,138,251,"7,216",0
"1,111",35,247,28,205,69,203,187,0
128,348,819,405,"1,072","1,341",634,"18,953",0
"2,205",273,789,656,646,"1,047",84,"2,149",0
"1,018",40,547,275,381,267,187,"1,809",0
256,350,705,949,782,208,394,"40,833",0
709,336,509,779,730,209,929,"23,910",0
"8,195","5,218",454,"1,731",823,"42,242","2,082","66,129",0
904,37,257,-36,245,220,152,777,0
439,272,412,261,498,111,"1,128","31,942",0
986,195,231,493,477,171,169,"7,435",0
"1,098",155,587,529,462,818,144,"3,740",0
"2,131",134,630,-161,499,518,343,"4,811",0
370,86,194,-30,168,133,235,"1,258",0
894,57,163,-402,215,302,94,211,0
"2,270",101,558,51,356,331,136,343,0
"1,743",174,268,150,309,56,107,283,0
245,200,453,327,548,265,"1,011","25,189",0
"2,031",266,692,"1,315",812,756,318,"40,426",0
408,100,"1,374",544,505,498,-206,"14,493",0
"2,062",70,368,395,407,310,172,"7,855",0
502,135,917,"1,316",559,"1,113","1,439","38,956",0
769,89,498,-161,285,384,187,444,0
805,187,513,125,462,451,218,"7,289",0
458,346,558,"2,527","1,472",699,839,"30,807",0
"1,913",253,859,535,668,"1,833",112,"11,968",0
499,313,"2,469",968,500,208,544,"39,432",0
512,85,344,825,532,-17,-191,"22,558",0
213,45,674,409,669,282,856,"42,217",0
833,142,602,290,271,98,187,592,0
842,-37,313,-69,223,389,451,"6,723",0
"2,167",20,554,392,354,92,71,375,0
"2,328",108,419,334,279,261,115,"1,552",0
741,137,455,617,390,262,148,318,0
290,156,307,744,646,643,514,"33,493",0
750,326,561,492,804,896,"1,093","35,876",0
"1,943",66,438,"1,060",765,380,65,"3,315",0
"1,971",289,800,"1,386",850,761,301,"13,731",0
267,16,"1,026",480,533,278,718,"39,215",0
"2,808",46,536,-77,282,3,109,593,1
"2,169",67,531,387,330,103,108,329,0
"1,009",100,493,285,357,293,274,"3,053",0
602,123,789,622,719,223,198,"12,293",0
-124,126,-6,"2,424","1,708","1,230",657,"24,194",0
374,254,397,"1,218",494,575,-177,"13,340",0
"1,306",130,"1,439",61,441,130,262,329,0
201,137,500,573,"1,276",902,"1,219","55,542",0
"1,759",94,968,316,447,173,262,747,1
32,161,385,263,524,151,436,"16,450",0
925,62,358,422,608,126,202,467,0
"1,242",-1,469,533,426,191,145,"7,036",0
199,214,845,631,923,124,453,"24,146",0
"2,216",169,539,591,589,699,150,"15,088",0
240,222,294,477,401,371,389,"23,253",0
"2,390",107,"1,037",607,"1,158",752,449,"8,936",0
582,223,146,"1,248",704,486,295,"32,842",0
929,151,904,228,571,309,467,"7,393",0
"1,284",201,480,469,522,368,-32,"10,254",0
442,173,411,743,580,351,434,"35,248",0
277,153,587,423,657,202,240,"8,635",0
205,52,476,258,635,149,303,"4,781",0
"1,412",3,377,20,280,68,141,406,0
970,-25,349,275,244,183,117,664,0
204,151,442,"1,288","1,527",529,525,"49,917",0
346,-35,345,"1,126","1,317",141,875,"42,342",0
611,112,324,383,349,311,256,474,0
244,143,310,74,503,333,309,"21,324",0
"1,430",58,274,370,213,403,213,"2,474",1
"3,606",100,806,152,665,167,372,754,0
157,109,257,396,217,106,125,"8,191",0
"2,203",63,342,-19,304,351,250,302,0
652,164,"1,072",251,597,191,55,"3,861",0
"3,498",-24,418,-49,494,216,274,"4,853",0
162,58,490,355,528,98,700,"15,220",0
"2,247",178,492,697,373,228,90,693,0
334,46,847,119,292,122,452,"7,735",0
186,302,399,975,609,187,441,"18,397",0
"1,168",255,326,948,592,125,105,"39,040",0
"1,912",524,"4,353","1,892","2,585","1,732","2,303","69,003",0
"1,620",128,656,867,826,346,346,"11,129",0
"2,571",68,"1,420",132,851,255,222,"1,371",0
512,161,385,146,316,30,277,"3,089",0
"1,111",429,857,"1,399",911,760,43,"13,776",0
759,289,666,"1,700","1,300",663,394,"21,344",0
"1,891",107,259,187,306,98,148,380,0
"2,044",347,"1,021",751,585,288,340,"2,809",0
351,84,620,268,597,428,317,"12,581",0
617,318,"1,519","1,264","1,190","1,467",476,"10,813",0
"2,323",193,918,"4,469","1,355",818,488,"32,411",0
-32,277,448,468,826,509,143,"13,989",0
"1,804",102,280,274,319,306,196,371,0
880,479,"1,119","1,237","1,659","1,446","1,113","40,812",0
"1,566",127,854,247,702,406,77,"7,985",0
231,23,801,862,"1,385",373,"1,774","56,816",0
299,23,265,152,219,113,654,"12,171",0
"1,219",208,507,214,497,564,287,"7,255",0
"1,157",80,754,229,533,292,471,"7,733",0
492,267,539,903,676,568,140,"43,398",0
398,143,583,248,724,760,246,"19,768",0
396,354,336,930,855,519,168,"20,826",0
378,199,"1,019","1,442","1,340","1,077","1,571","43,536",0
227,132,476,"1,094",298,199,411,"25,741",0
349,201,511,"1,582","1,684",584,671,"20,709",0
759,89,262,547,132,41,35,378,0
"1,089",91,761,132,510,232,133,699,0
-41,49,332,294,430,434,647,"26,263",0
"1,349",182,392,473,415,160,186,452,0
901,-23,344,89,299,211,172,399,0
"1,048",112,544,-46,343,506,158,"1,698",0
"2,713",142,632,365,401,223,143,"4,558",1
"1,398",221,719,331,677,510,189,715,0
102,136,115,801,389,359,353,"21,246",0
434,153,399,242,708,233,717,"18,355",0
"1,233",114,"1,121",321,451,382,317,"7,657",0
875,179,634,579,299,250,3,277,0
755,231,598,325,439,340,227,725,0
"2,247",69,868,589,965,505,615,"18,908",0
714,95,703,272,"1,201",452,759,"32,049",0
206,124,326,455,504,601,657,"30,732",0
323,179,315,"1,673","2,299",579,278,"20,900",0
625,65,408,356,604,308,"1,060","41,988",0
828,361,"1,064","1,707","1,179",727,"2,192","53,781",0
"3,574",140,458,595,677,419,424,"19,916",0
"1,627",145,516,551,275,113,78,339,0
689,218,643,863,765,622,151,"10,502",0
"1,193",193,710,683,520,171,208,"13,583",0
"2,227",351,676,698,514,355,326,"7,635",0
662,206,"3,171",948,"1,390",764,534,"45,505",0
183,210,"1,147",429,"1,086",186,"1,033","37,288",0
"1,738",134,663,188,450,414,163,"1,271",0
142,77,261,97,443,53,194,407,0
"2,304",113,522,296,462,450,266,"4,617",0
"1,081",61,197,242,203,119,45,218,0
254,96,402,602,695,310,174,"34,508",0
"1,556",111,679,305,453,109,118,"6,935",0
70,38,353,417,563,213,488,"29,894",0
"1,007",23,555,138,314,293,113,"6,282",0
"2,681",136,801,381,562,78,116,"3,819",0
975,68,463,308,481,257,257,"5,336",1
103,138,379,244,582,114,246,937,0
"2,334",34,286,192,231,171,190,298,0
500,70,359,385,870,219,"1,760","41,195",0
608,35,313,360,230,438,403,"9,760",0
"1,574",259,446,724,582,357,213,"4,587",0
879,74,530,476,712,439,318,"8,497",0
960,183,807,663,553,608,283,"27,360",0
"1,771",15,663,345,444,497,165,"1,163",0
310,19,367,230,292,239,254,"18,867",0
"2,119",126,702,344,"1,019",144,314,"2,156",0
229,266,"1,160","1,152",677,"1,028",224,"17,237",0
207,346,760,851,936,827,332,"46,783",0
"1,190",132,655,459,396,817,481,"10,693",0
"1,218",50,597,-43,385,157,191,"3,289",0
482,104,605,964,"1,361",396,"1,031","56,497",0
326,181,424,-214,306,131,688,"26,080",0
500,162,722,8,361,347,84,941,0
"2,443",123,911,283,382,"1,034",47,"2,435",0
"1,183",152,906,412,394,280,465,"33,896",0
288,48,329,28,390,47,313,"15,654",0
680,87,817,397,572,272,157,"2,614",0
"1,722",307,433,458,843,350,284,"1,532",0
651,254,653,475,576,572,"1,264","51,993",0
"5,583","2,028","1,064",146,483,"16,017",360,"7,568",0
117,4,505,322,508,174,360,"15,834",0
"1,919",51,732,521,473,343,155,"2,502",0
299,136,199,"1,271",905,913,262,"44,446",0
93,5,508,110,456,9,150,"1,995",0
"1,609",77,286,-89,194,37,130,213,0
430,148,547,184,504,255,267,"5,407",0
369,122,633,449,782,138,561,"14,933",0
487,102,584,12,469,205,249,"16,434",0
702,139,912,243,777,368,567,"19,704",0
694,35,367,91,311,11,186,382,0
606,79,323,144,309,105,171,899,0
"1,215",61,480,122,323,102,211,"5,051",0
697,196,610,629,518,432,111,"7,159",0
"1,534",134,500,612,412,973,367,"4,976",0
142,49,380,"1,663","1,268",722,127,"1,574",0
446,163,393,374,484,48,576,"20,371",0
807,115,313,26,262,323,289,"5,373",0
267,2,198,359,276,277,309,"26,141",0
"2,373",352,721,76,521,562,488,829,0
"2,364",162,"1,047",115,640,152,177,"2,719",0
"1,233",308,804,"1,004","1,001",786,335,"24,508",0
981,156,349,228,321,517,75,"4,499",0
"2,745",105,507,162,311,187,187,"1,521",0
897,350,708,416,306,"1,898",572,"9,526",0
76,169,441,186,609,205,443,"14,765",0
"1,609",36,490,174,616,299,295,731,0
475,22,588,653,599,343,-69,"11,134",0
270,5,259,280,274,136,201,"14,344",0
606,99,317,257,262,158,119,"2,027",0
"1,246",214,717,400,697,295,361,"9,743",0
304,-33,406,507,612,243,787,"29,439",0
"1,714",33,882,286,512,125,190,"1,498",0
"2,411",148,"6,998",319,"1,432",350,497,"1,384",0
791,152,340,569,310,303,-244,"24,491",0
686,145,290,"3,953","1,139",441,544,"32,797",0
777,199,405,437,697,406,39,"14,328",0
"2,249",61,458,144,410,109,134,817,0
176,133,337,154,726,122,481,"25,506",0
341,104,255,534,790,286,245,"19,857",0
159,142,238,333,257,-41,109,"5,601",0
701,92,"1,113",934,"2,200",904,534,"43,516",0
597,214,454,186,633,259,593,"19,147",0
"1,645",140,446,218,399,135,259,"5,169",0
221,46,713,152,758,342,-60,"8,731",0
"2,610","2,681",655,"1,522","1,688","24,496",321,"37,669",0
"2,069",4,244,54,240,230,159,286,0
540,3,218,-9,304,161,182,183,0
398,102,799,664,"1,334",219,858,"15,685",0
341,186,722,107,602,398,439,"9,459",0
294,75,322,315,617,168,207,"24,983",0
179,46,331,343,402,207,"1,118","29,822",0
397,69,150,578,322,473,80,"21,542",0
"1,015",379,"1,039",908,"1,332",839,324,"35,416",0
"2,448",185,957,234,562,376,157,"2,823",1
"3,547",56,248,166,240,274,158,250,0
201,89,501,158,562,177,543,"10,101",0
440,136,333,582,689,461,789,"22,787",0
"1,567",-24,683,84,417,217,258,331,0
293,97,387,197,310,-14,"1,273","55,420",0
"1,876",85,552,308,566,129,292,883,0
"1,770","1,186",251,973,453,"14,209",127,"8,852",0
157,38,413,803,"1,373",538,478,"12,710",0
768,94,445,587,395,178,467,"17,255",0
329,197,556,372,573,"1,071",703,"22,719",0
"2,479",309,"1,850","1,061","1,407",639,643,"34,299",0
"1,276",145,839,208,733,548,197,"5,662",0
909,71,430,205,338,275,264,"17,404",0
262,302,958,"1,694","1,311",941,628,"27,904",0
298,105,587,381,548,339,614,"30,747",0
135,60,459,67,941,164,680,"18,872",0
392,136,319,"1,417","1,798",924,373,"42,426",0
719,32,292,"1,975","1,990",600,"1,185","53,839",0
"1,385",55,541,48,326,166,220,251,0
462,69,"1,099",957,"1,686",-92,743,"21,011",0
132,116,386,209,205,66,276,"3,699",0
426,93,456,366,506,199,219,"2,974",0
736,-35,381,100,480,198,801,"28,595",0
724,206,785,674,713,921,321,"18,596",0
"1,639",166,508,105,379,252,324,"9,056",0
"1,142",49,371,339,589,389,168,935,0
963,70,914,192,493,277,370,"9,507",0
"1,345",89,581,232,508,426,806,"21,796",0
23,124,"1,228",558,"1,009",304,762,"13,737",0
156,253,897,-29,604,200,434,"14,524",0
718,222,337,377,214,252,376,664,0
250,67,380,269,412,300,388,"16,889",0
379,220,572,453,717,326,97,"14,587",0
379,124,349,111,303,368,13,"4,211",0
"1,272",123,470,301,486,340,303,"22,734",0
355,84,385,563,992,632,954,"51,712",0
218,60,442,152,582,20,323,"3,691",0
302,7,208,231,481,300,376,"16,712",0
492,188,778,497,619,461,565,"42,105",0
344,-45,181,-184,140,86,640,"9,190",0
"1,038",108,837,146,339,180,164,"1,468",0
"1,881",52,276,7,262,191,165,308,0
162,206,260,"1,175","1,054",656,39,"28,415",0
839,103,426,244,383,374,116,"1,225",0
334,150,220,233,478,510,839,"49,614",0
"1,982",135,910,-28,679,388,307,894,0
294,89,137,288,292,169,397,"13,645",0
"1,363",10,847,282,503,87,327,"9,002",0
250,167,"1,398",446,586,471,661,"27,964",0
"1,512",-51,396,-67,355,316,205,354,0
"1,602",439,597,461,270,114,681,"1,337",0
"1,320",138,589,553,355,205,164,416,0
246,80,420,53,261,235,466,"8,972",0
"1,963",507,519,631,"1,288",987,"3,240","86,298",0
124,142,361,615,"1,060",420,-23,"24,723",0
406,162,397,303,379,71,218,"17,790",0
-63,155,564,113,673,130,421,"8,569",0
968,173,952,745,"1,066",469,-940,"69,448",0
669,145,456,302,815,505,347,"23,724",0
"1,871",124,666,-18,531,707,650,"24,271",0
"1,204",156,850,510,460,503,862,"30,514",0
"1,461",214,877,412,597,252,130,"12,178",0
"1,896",83,"1,027",355,480,270,270,626,0
495,121,565,434,628,417,218,"15,026",0
"1,071",-1,372,259,562,153,94,"1,574",0
"2,074",329,"1,107",502,932,224,468,"8,613",0
"1,186",106,847,-85,503,202,312,460,0
"1,317",90,224,374,441,274,104,"13,035",0
405,55,287,"1,100","1,295",67,517,"17,148",0
894,153,656,"1,863","1,283",400,446,"18,478",0
"2,279",54,648,113,489,189,160,467,1
"2,829",56,729,117,403,231,173,419,0
"2,227",67,354,19,262,-15,216,681,0
"2,221",21,538,40,239,69,200,204,0
"1,526",42,501,178,521,978,597,"22,371",0
"1,517",28,558,118,415,271,131,"4,680",0
"1,821",64,512,504,802,214,420,"6,664",0
228,174,619,336,443,250,517,"11,835",0
289,-10,399,152,746,291,458,"16,573",0
519,179,727,184,693,109,526,"10,821",0
"1,147",144,517,943,744,349,270,"22,135",0
"1,259",87,729,358,"1,034",122,334,"1,239",0
670,180,585,527,394,463,247,"11,574",0
174,112,429,482,669,377,664,"31,104",0
"1,290",384,921,581,"1,589",926,582,"46,033",0
342,232,595,307,818,154,612,"20,631",0
317,-33,275,313,346,136,666,"20,007",0
179,133,258,462,641,100,215,"25,372",0
"1,380",172,840,315,574,667,223,"4,552",0
169,69,360,218,559,312,816,"35,882",0
"1,665",151,448,257,331,158,73,847,0
240,114,496,"2,028",605,-12,621,"35,411",0
"1,419",52,"1,073",133,460,214,233,"6,173",0
789,35,442,356,256,779,207,"10,189",0
267,78,785,283,461,228,363,"6,695",0
865,111,927,96,514,206,"2,142","52,433",0
469,183,544,403,"1,843",340,115,"6,606",0
"1,332",119,500,337,366,124,65,791,0
138,177,366,144,537,330,710,"33,115",0
111,181,828,"2,809",973,548,642,"19,153",0
261,554,692,457,"1,226",509,888,"27,154",0
69,89,145,70,338,-10,551,"19,190",0
299,148,259,-58,210,159,26,212,0
826,241,407,440,743,315,725,"38,795",0
"1,403",117,328,55,194,61,74,"1,889",0
"1,005",43,147,209,103,-20,54,143,0
"1,159",127,441,333,439,86,334,"25,454",0
"1,317",15,543,"1,110","1,172",433,164,"2,187",0
528,136,"1,874",752,"1,434",480,"1,076","41,023",0
296,104,533,388,657,128,635,"12,256",0
812,115,415,471,598,193,409,"53,323",0
584,85,846,"1,221","1,854",617,542,"27,569",0
124,41,501,251,721,263,989,"31,765",0
167,37,467,97,469,339,849,"30,103",0
434,92,687,458,426,459,599,"22,047",0
502,320,"1,211",555,"1,021","1,154",666,"20,673",0
"1,214",150,479,267,347,222,152,594,0
207,48,650,214,483,261,504,"39,449",0
367,139,515,371,408,242,310,"15,434",0
982,152,636,399,350,335,182,"7,404",0
234,122,533,248,330,194,637,"34,997",0
347,245,479,702,"1,545",852,639,"26,547",0
983,220,473,"2,938","1,120",360,789,"34,598",0
845,140,264,141,304,221,331,"5,846",0
"2,654",87,526,616,541,352,202,"7,794",0
148,175,455,549,422,596,-232,"34,167",0
70,48,421,130,536,-118,271,"5,424",0
769,176,694,251,718,188,344,"21,857",0
"2,006",138,458,353,274,276,21,235,1
600,125,346,374,783,358,765,"27,477",0
"1,276",124,594,360,668,441,231,889,0
"3,109",27,417,102,276,181,209,243,0
422,3,437,254,687,194,"1,184","28,617",0
870,22,332,163,353,216,142,"4,225",0
"1,057",-28,558,347,401,459,177,885,0
976,280,541,224,305,290,87,627,1
154,32,254,521,456,63,58,"14,752",0
221,72,341,555,"1,085",384,382,"17,532",0
"1,818",209,"1,021","1,117",870,682,643,"21,712",0
"2,406",62,379,-25,312,90,235,508,0
"1,431",4,686,580,630,233,87,"13,558",0
"2,779",131,556,603,481,589,211,"5,767",1
282,51,290,407,462,146,533,"22,417",0
"2,407",235,666,"1,587",635,986,609,"16,301",0
905,157,566,"2,233","1,519",892,249,"34,013",0
836,71,250,103,245,132,72,320,1
999,164,687,600,460,258,261,"1,553",0
"2,303",12,290,-113,242,280,174,252,0
681,436,"1,736",371,"1,932",83,"1,497","43,344",0
348,251,445,558,916,559,261,"24,245",0
136,85,349,-33,443,288,361,"11,409",0
520,204,549,521,829,350,487,"22,103",0
654,126,422,736,564,407,321,"15,759",0
"1,220",34,422,106,295,220,127,"2,801",0
117,181,504,385,597,572,244,"10,093",0
297,42,571,-16,946,306,"1,134","26,852",0
"1,005",202,722,530,540,665,289,"8,907",0
442,78,622,125,342,174,112,"18,322",0
119,112,344,446,733,198,939,"45,310",0
"1,728",-16,828,292,466,248,75,"5,196",0
"1,083",35,315,173,275,215,161,"2,606",0
189,70,887,415,371,184,140,"9,608",0
850,-6,615,236,403,369,355,"7,275",0
342,130,823,842,795,127,800,"50,600",0
930,126,562,350,464,655,-7,"15,193",0
931,36,526,397,493,266,672,"40,134",0
823,86,306,227,394,116,20,"3,795",0
"1,595",26,762,-3,495,350,-67,"12,760",0
"1,445",111,451,468,573,409,54,"10,604",0
55,-11,169,130,364,131,13,"17,430",0
"1,977",43,930,100,281,580,9,"11,296",0
683,100,621,324,490,327,183,923,0
"1,990",46,232,345,258,148,156,355,0
"2,826",109,783,141,676,466,413,"13,935",0
76,10,429,637,238,258,210,"9,128",0
"5,514",253,"1,430","1,890","2,066",898,470,"10,479",0
492,124,813,519,"1,354",333,271,"54,563",0
192,25,676,464,620,680,430,"11,677",0
149,23,311,226,342,193,531,"19,049",0
"2,126",94,254,171,283,88,138,731,1
878,99,518,126,354,300,209,"4,764",0
"1,331",279,594,366,394,245,615,"1,398",0
"1,851",113,849,71,547,269,263,"3,244",1
274,123,469,312,549,215,432,"19,066",0
"2,222",72,642,582,621,397,103,"5,130",0
450,163,296,160,503,201,441,"27,858",0
475,180,597,386,"1,107",376,377,"13,137",0
"1,816",219,752,215,467,692,240,"2,282",0
"1,424",41,572,182,333,-8,116,"1,367",0
"3,846",317,"1,248",437,678,221,195,617,1
522,104,787,420,"1,211",189,726,"14,993",0
598,259,626,546,801,340,305,"18,140",0
540,24,342,74,305,198,68,"5,985",0
336,103,619,338,573,340,217,"15,886",0
415,269,628,-39,521,492,244,"8,488",0
"2,063",11,239,333,321,220,113,335,0
209,85,208,31,205,-32,197,"1,709",0
"1,252",65,663,402,408,10,93,676,0
"2,783",158,728,582,595,139,137,726,0
"2,201",69,267,198,240,199,62,330,0
116,157,422,127,774,181,"1,152","23,372",0
-4,216,528,809,939,"1,066",312,"33,562",0
481,114,512,48,328,309,288,"5,865",0
315,77,359,243,371,131,117,"5,162",0
"1,601",40,600,317,579,172,499,"13,162",0
920,421,632,351,268,164,605,"1,086",0
"1,274",81,583,307,729,250,50,"7,114",0
"2,362",64,692,417,768,298,"1,025","42,715",0
"1,742",205,365,161,337,242,113,379,0
904,14,403,174,258,213,148,"3,894",0
217,26,116,46,87,94,68,"9,847",0
559,355,328,153,336,536,359,"14,358",0
"1,090",92,728,100,535,119,154,"6,202",0
869,243,527,248,504,482,194,"13,502",0
298,106,510,336,704,1,161,"9,060",0
"2,864",14,623,444,285,198,96,443,0
"2,043",105,364,186,426,274,88,"1,310",1
428,102,656,783,"2,118",543,783,"78,004",0
476,-11,699,146,500,145,905,"27,710",0
"1,060",85,500,476,579,308,183,"7,909",0
"1,534",123,578,140,257,25,142,795,0
688,153,597,399,666,247,168,"7,834",0
563,116,365,226,566,250,222,"13,751",0
300,44,183,185,310,175,501,"37,878",0
946,22,415,411,514,112,197,"11,822",0
"1,699",122,355,382,337,539,170,"3,352",0
"2,410",261,"1,583","3,780","2,740","1,633",419,"26,646",0
"1,827",14,435,117,326,170,137,360,0
-48,146,785,-24,612,196,532,"29,464",0
302,59,518,-152,216,30,323,"10,880",0
467,140,336,290,370,196,441,"22,489",0
221,-1,574,407,345,167,224,"12,697",0
"2,827",32,325,-27,391,125,196,"1,241",0
"2,997",5,338,434,495,191,236,281,0
"1,659",19,"1,124",171,321,62,206,"10,625",0
"1,791",215,"1,140",711,"1,028",833,480,"18,837",0
741,166,578,358,435,161,306,"17,858",0
856,151,478,175,341,437,-58,"4,091",0
"1,862",72,492,222,347,229,231,"1,541",0
"1,812",106,922,352,386,-21,401,"7,979",0
106,65,294,-63,211,48,215,522,0
